stock_no,category,colour,shape,carat,carat_band,clarity,cut,polish,symmetry,measurements,depth_pct,table_pct,ratio,lab,cert_no,verify_url,video_url
755-54,Fancy Colour,Fancy Vivid Pink,Oval,1,1.00–1.99ct,VS1,,VG,VG,8.42 X 5.64 X 3.34,59.2,62,1.49,IGI,813658001,https://api.igi.org/viewpdf.php?r=813658001,
746-1069,Fancy Colour,Fancy Intense Pink,Round,1,1.00–1.99ct,VS2,IDEAL,EX,EX,6.5 X 6.53 X 3.85,59.1,59,1,IGI,792648546,https://api.igi.org/viewpdf.php?r=792648546,
758-612,White,D,Round,0.52,Under 1ct,VVS1,EX,EX,EX,5.18 X 5.23 X 3.14,60.2,58,0.99,IGI,817605855,https://api.igi.org/viewpdf.php?r=817605855,
739-243,White,D,Round,0.52,Under 1ct,VVS1,IDEAL,EX,EX,5.2 X 5.22 X 3.14,60.2,59,1,IGI,782627611,https://api.igi.org/viewpdf.php?r=782627611,
744-34,White,D,Round,0.52,Under 1ct,VVS2,IDEAL,EX,EX,5.17 X 5.2 X 3.16,61,58,0.99,IGI,803617809,https://api.igi.org/viewpdf.php?r=803617809,
746-439,Fancy Colour,Fancy Pink,Round,1,1.00–1.99ct,VS1,IDEAL,EX,EX,6.45 X 6.48 X 3.9,60.3,56,1,IGI,792648481,https://api.igi.org/viewpdf.php?r=792648481,
743-116,Fancy Colour,Fancy Deep Orange,Round,1,1.00–1.99ct,VS1,EX,EX,VG,6.44 X 6.49 X 3.9,60.2,59,0.99,IGI,798602656,https://api.igi.org/viewpdf.php?r=798602656,
745-143,Fancy Colour,Fancy Pink,Round,1,1.00–1.99ct,VVS2,EX,EX,EX,6.48 X 6.52 X 3.88,59.7,55,0.99,IGI,792648545,https://api.igi.org/viewpdf.php?r=792648545,
742-82,White,D,Round,0.52,Under 1ct,VVS2,IDEAL,EX,EX,5.2 X 5.23 X 3.16,60.5,59,0.99,IGI,781626024,https://api.igi.org/viewpdf.php?r=781626024,
741-186,White,D,Round,0.52,Under 1ct,VVS1,IDEAL,EX,EX,5.14 X 5.15 X 3.2,62.2,59,1,IGI,782627610,https://api.igi.org/viewpdf.php?r=782627610,
743-509,White,D,Round,0.52,Under 1ct,VVS1,IDEAL,EX,EX,5.17 X 5.19 X 3.17,61.1,57,1,IGI,782690499,https://api.igi.org/viewpdf.php?r=782690499,
733-305,White,D,Round,0.52,Under 1ct,VVS2,IDEAL,EX,EX,5.16 X 5.17 X 3.19,61.8,57,1,IGI,764608716,https://api.igi.org/viewpdf.php?r=764608716,
734-410,White,D,Round,0.52,Under 1ct,VVS2,IDEAL,EX,EX,5.21 X 5.22 X 3.16,60.6,59,1,IGI,764652812,https://api.igi.org/viewpdf.php?r=764652812,
745-12,Fancy Colour,Fancy Pink,Round,1,1.00–1.99ct,VS1,IDEAL,EX,EX,6.46 X 6.49 X 3.91,60.4,59,1,IGI,792648547,https://api.igi.org/viewpdf.php?r=792648547,
743-351,White,D,Round,0.52,Under 1ct,VVS2,IDEAL,EX,EX,5.21 X 5.23 X 3.16,60.5,57,1,IGI,784673123,https://api.igi.org/viewpdf.php?r=784673123,
755-210,Fancy Colour,Fancy Pink,Round,1,1.00–1.99ct,VS2,IDEAL,EX,EX,6.37 X 6.41 X 3.99,62.5,56,0.99,IGI,813658004,https://api.igi.org/viewpdf.php?r=813658004,
738-72,White,D,Round,0.52,Under 1ct,VVS2,IDEAL,EX,EX,5.17 X 5.19 X 3.16,61.1,59,1,IGI,781626021,https://api.igi.org/viewpdf.php?r=781626021,
755-272,Fancy Colour,Fancy Pink,Round,1,1.00–1.99ct,VS2,IDEAL,EX,EX,6.47 X 6.5 X 3.88,59.8,59,1,IGI,813658016,https://api.igi.org/viewpdf.php?r=813658016,
738-735,Fancy Colour,Fancy Intense Pink,Round,1,1.00–1.99ct,VS1,IDEAL,EX,EX,6.36 X 6.4 X 3.95,61.9,59,0.99,IGI,780643446,https://api.igi.org/viewpdf.php?r=780643446,
755-199,Fancy Colour,Fancy Intense Pink,Round,1,1.00–1.99ct,VS2,VG,EX,EX,6.54 X 6.6 X 3.77,57.4,65,0.99,IGI,813658010,https://api.igi.org/viewpdf.php?r=813658010,
749-135,White,D,Round,0.52,Under 1ct,VVS2,IDEAL,EX,EX,5.17 X 5.19 X 3.16,61,59,1,IGI,790622049,https://api.igi.org/viewpdf.php?r=790622049,
760-177,White,E,Round,0.52,Under 1ct,VVS2,IDEAL,EX,EX,5.15 X 5.19 X 3.22,62.2,58,0.99,IGI,823699745,https://api.igi.org/viewpdf.php?r=823699745,
755-197,Fancy Colour,Fancy Vivid Pink,Pear,1,1.00–1.99ct,VS2,,EX,EX,9.16 X 5.49 X 3.44,62.7,61,1.67,IGI,818696519,https://api.igi.org/viewpdf.php?r=818696519,
744-46,White,F,Round,0.52,Under 1ct,VVS2,IDEAL,EX,EX,5.2 X 5.23 X 3.14,60.1,57,0.99,IGI,795654441,https://api.igi.org/viewpdf.php?r=795654441,
743-277,White,F,Round,0.52,Under 1ct,VVS1,EX,EX,EX,5.25 X 5.28 X 3.11,59,60,0.99,IGI,784673118,https://api.igi.org/viewpdf.php?r=784673118,
744-828,White,D,Round,0.52,Under 1ct,VVS2,IDEAL,EX,EX,5.21 X 5.23 X 3.12,59.7,58,1,IGI,803617815,https://api.igi.org/viewpdf.php?r=803617815,
740-406,White,D,Round,0.52,Under 1ct,VVS1,IDEAL,EX,EX,5.26 X 5.28 X 3.08,58.5,59,1,IGI,782690496,https://api.igi.org/viewpdf.php?r=782690496,
739-748,Fancy Colour,Fancy Intense Pink,Round,1,1.00–1.99ct,VS1,IDEAL,EX,EX,6.45 X 6.49 X 3.89,60,59,0.99,IGI,818696506,https://api.igi.org/viewpdf.php?r=818696506,
736-813,White,D,Round,0.52,Under 1ct,VVS2,IDEAL,EX,EX,5.14 X 5.16 X 3.19,62,57,1,IGI,774639171,https://api.igi.org/viewpdf.php?r=774639171,
760-153,White,D,Round,0.51,Under 1ct,VS2,IDEAL,EX,EX,5.21 X 5.23 X 3.1,59.4,59,1,IGI,823699721,https://api.igi.org/viewpdf.php?r=823699721,
736-112,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.22 X 5.24 X 3.11,59.6,60,1,IGI,771661461,https://api.igi.org/viewpdf.php?r=771661461,
744-100,Fancy Colour,Fancy Intense Pink,Oval,1,1.00–1.99ct,VS1,,EX,VG,8.11 X 5.62 X 3.47,61.7,59,1.44,IGI,815671292,https://api.igi.org/viewpdf.php?r=815671292,
745-48,Fancy Colour,Fancy Pink,Round,1,1.00–1.99ct,VVS2,IDEAL,EX,EX,6.46 X 6.5 X 3.9,60.2,60,0.99,IGI,795647987,https://api.igi.org/viewpdf.php?r=795647987,
742-169,White,E,Round,0.51,Under 1ct,VVS1,IDEAL,EX,EX,5.12 X 5.15 X 3.12,60.7,59,0.99,IGI,784678136,https://api.igi.org/viewpdf.php?r=784678136,
733-459,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.17 X 5.19 X 3.11,60.1,60,1,IGI,771661464,https://api.igi.org/viewpdf.php?r=771661464,
741-373,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.13 X 5.16 X 3.15,61.2,59,0.99,IGI,781626019,https://api.igi.org/viewpdf.php?r=781626019,
737-93,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.1 X 5.12 X 3.16,61.8,57,1,IGI,774639210,https://api.igi.org/viewpdf.php?r=774639210,
754-19R,Fancy Colour,Fancy Intense Pink,Round,1,1.00–1.99ct,VS1,EX,EX,EX,6.37 X 6.43 X 3.95,61.8,59,0.99,IGI,LG802623591,https://api.igi.org/viewpdf.php?r=LG802623591,
759-732,White,D,Round,0.51,Under 1ct,VS2,IDEAL,EX,EX,5.18 X 5.22 X 3.09,59.5,57,0.99,IGI,823699727,https://api.igi.org/viewpdf.php?r=823699727,
759-721,White,D,Round,0.51,Under 1ct,VS1,IDEAL,EX,EX,5.16 X 5.21 X 3.16,60.9,56,0.99,IGI,823699736,https://api.igi.org/viewpdf.php?r=823699736,
740-408,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.18 X 5.2 X 3.12,60.1,58,1,IGI,780643069,https://api.igi.org/viewpdf.php?r=780643069,
746-1028,Fancy Colour,Fancy Pink,Round,1,1.00–1.99ct,VS2,IDEAL,EX,EX,6.34 X 6.4 X 3.96,62,58,0.99,IGI,795648068,https://api.igi.org/viewpdf.php?r=795648068,
742-72,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.13 X 5.14 X 3.19,62,57,1,IGI,780643074,https://api.igi.org/viewpdf.php?r=780643074,
739-80,White,E,Round,0.51,Under 1ct,VVS1,IDEAL,EX,EX,5.2 X 5.22 X 3.15,60.5,58,1,IGI,782690498,https://api.igi.org/viewpdf.php?r=782690498,
752-221,White,E,Round,0.51,Under 1ct,VVS1,EX,EX,EX,5.14 X 5.17 X 3.09,59.9,61,0.99,IGI,803617792,https://api.igi.org/viewpdf.php?r=803617792,
736-119,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.22 X 5.25 X 3.13,59.8,59,0.99,IGI,771661462,https://api.igi.org/viewpdf.php?r=771661462,
750-240,Fancy Colour,Fancy Intense Pink,Round,1,1.00–1.99ct,VS2,EX,EX,EX,6.4 X 6.45 X 3.95,61.4,58,0.99,IGI,802623611,https://api.igi.org/viewpdf.php?r=802623611,
734-443,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.13 X 5.18 X 3.14,60.9,58,0.99,IGI,771661457,https://api.igi.org/viewpdf.php?r=771661457,
758-245,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.19 X 5.22 X 3.14,60.3,56,0.99,IGI,817682160,https://api.igi.org/viewpdf.php?r=817682160,
742-35,White,E,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.19 X 5.22 X 3.1,59.5,59,0.99,IGI,784673121,https://api.igi.org/viewpdf.php?r=784673121,
738-676,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.18 X 5.22 X 3.1,59.5,59,0.99,IGI,779665092,https://api.igi.org/viewpdf.php?r=779665092,
741-478,Fancy Colour,Fancy Light Pink,Round,1,1.00–1.99ct,VS1,IDEAL,EX,EX,6.4 X 6.42 X 3.93,61.3,59,1,IGI,790622477,https://api.igi.org/viewpdf.php?r=790622477,
731-175,White,F,Round,0.51,Under 1ct,VVS2,EX,EX,EX,5.24 X 5.3 X 3.1,58.9,56,0.99,IGI,769654734,https://api.igi.org/viewpdf.php?r=769654734,
734-388,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.21 X 5.24 X 3.06,58.7,59,0.99,IGI,769654750,https://api.igi.org/viewpdf.php?r=769654750,
740-436,White,D,Round,0.51,Under 1ct,VVS2,EX,EX,EX,5.18 X 5.22 X 3.11,59.7,60,0.99,IGI,782690497,https://api.igi.org/viewpdf.php?r=782690497,
738-78,White,D,Round,0.51,Under 1ct,VVS2,IDEAL,EX,EX,5.18 X 5.2 X 3.13,60.4,57,1,IGI,780643055,https://api.igi.org/viewpdf.php?r=780643055,
761-487,White,D,Round,0.5,Under 1ct,VS1,IDEAL,EX,EX,5.11 X 5.18 X 3.17,61.6,53,0.99,IGI,823699724,https://api.igi.org/viewpdf.php?r=823699724,
759-155,White,D,Round,0.5,Under 1ct,VS1,IDEAL,EX,EX,5.17 X 5.22 X 3.11,59.8,58,0.99,IGI,823699733,https://api.igi.org/viewpdf.php?r=823699733,
745-18,Fancy Colour,Fancy Pink,Round,1,1.00–1.99ct,VS1,IDEAL,EX,EX,6.44 X 6.5 X 3.94,60.8,57,0.99,IGI,795648045,https://api.igi.org/viewpdf.php?r=795648045,
R-4A,Fancy Colour,Fancy Intense Pink,Pear Rose Cut,0.99,Under 1ct,VVS2,,VG,VG,9.94 X 6.33 X 2.31,36.5,64,1.57,IGI,802623453,https://api.igi.org/viewpdf.php?r=802623453,
738-84,White,D,Round,0.49,Under 1ct,VVS2,IDEAL,EX,EX,5.03 X 5.06 X 3.14,62.2,57,0.99,IGI,781625988,https://api.igi.org/viewpdf.php?r=781625988,
739-66,White,E,Round,0.49,Under 1ct,VVS2,IDEAL,EX,EX,5.09 X 5.12 X 3.11,60.9,57,0.99,IGI,784678139,https://api.igi.org/viewpdf.php?r=784678139,
736-506,White,D,Round,0.49,Under 1ct,VS1,IDEAL,EX,EX,5.11 X 5.17 X 3.08,59.9,58,0.99,IGI,774639202,https://api.igi.org/viewpdf.php?r=774639202,
740-581,White,E,Round,0.49,Under 1ct,VVS2,IDEAL,EX,EX,5.05 X 5.07 X 3.14,61.9,57,1,IGI,779665081,https://api.igi.org/viewpdf.php?r=779665081,
733-279,White,D,Round,0.48,Under 1ct,VS1,EX,EX,EX,5.16 X 5.18 X 3,58.1,60,1,IGI,769654787,https://api.igi.org/viewpdf.php?r=769654787,
736-752,White,D,Round,0.48,Under 1ct,VS1,IDEAL,EX,EX,5.06 X 5.09 X 3.07,60.6,57,0.99,IGI,774639201,https://api.igi.org/viewpdf.php?r=774639201,
736-386,White,D,Round,0.48,Under 1ct,VS1,IDEAL,EX,EX,5.01 X 5.04 X 3.12,62,58,0.99,IGI,776697806,https://api.igi.org/viewpdf.php?r=776697806,
753-569,White,D,Round,0.48,Under 1ct,VVS2,EX,EX,EX,5.08 X 5.11 X 3.04,59.7,61,0.99,IGI,795654414,https://api.igi.org/viewpdf.php?r=795654414,
740-79,White,D,Round,0.48,Under 1ct,VVS2,EX,EX,EX,5.08 X 5.13 X 3.08,60.4,57,0.99,IGI,780643109,https://api.igi.org/viewpdf.php?r=780643109,
BR-5B,Fancy Colour,Fancy Vivid Blue,Round,0.94,Under 1ct,VS1,EX,EX,EX,6.38 X 6.43 X 3.75,58.5,62,0.99,IGI,760590880,https://api.igi.org/viewpdf.php?r=760590880,
731-390,White,D,Round,0.48,Under 1ct,VS1,EX,EX,EX,5.12 X 5.16 X 3,58.4,59,0.99,IGI,764608742,https://api.igi.org/viewpdf.php?r=764608742,
759-689,White,D,Round,0.48,Under 1ct,VS1,IDEAL,EX,EX,5.15 X 5.18 X 3.03,58.7,59,0.99,IGI,823699730,https://api.igi.org/viewpdf.php?r=823699730,
691-1856,White,D,Round,0.48,Under 1ct,VS1,IDEAL,EX,EX,5.04 X 5.08 X 3.07,60.8,60,0.99,IGI,671414675,https://api.igi.org/viewpdf.php?r=671414675,
703-496R,Fancy Colour,Fancy Intense Pink,Round,0.94,Under 1ct,VS1,IDEAL,EX,EX,6.27 X 6.31 X 3.87,61.5,59,0.99,IGI,720578925,https://api.igi.org/viewpdf.php?r=720578925,
733-389,White,D,Round,0.48,Under 1ct,VS1,IDEAL,EX,EX,5.09 X 5.13 X 3.07,60.1,60,0.99,IGI,774639212,https://api.igi.org/viewpdf.php?r=774639212,
732-56,White,D,Round,0.48,Under 1ct,VS1,IDEAL,EX,EX,5.08 X 5.1 X 3.03,59.5,58,1,IGI,769654783,https://api.igi.org/viewpdf.php?r=769654783,
744-61,White,D,Round,0.47,Under 1ct,VVS2,IDEAL,EX,EX,5.03 X 5.05 X 3.04,60.4,59,1,IGI,803617769,https://api.igi.org/viewpdf.php?r=803617769,
731-174,White,E,Round,0.47,Under 1ct,VS1,EX,EX,EX,4.93 X 4.99 X 3.13,63,56,0.99,IGI,769654792,https://api.igi.org/viewpdf.php?r=769654792,
710-308,White,E,Round,0.47,Under 1ct,VS2,IDEAL,EX,EX,4.95 X 5 X 3.09,62.2,56,0.99,IGI,724586910,https://api.igi.org/viewpdf.php?r=724586910,
732-67,White,D,Round,0.47,Under 1ct,VS1,IDEAL,EX,EX,5 X 5.04 X 3.09,61.7,58,0.99,IGI,769654782,https://api.igi.org/viewpdf.php?r=769654782,
709-226,White,D,Round,0.47,Under 1ct,VS1,IDEAL,EX,EX,5.05 X 5.07 X 3.05,60.4,57,1,IGI,724587910,https://api.igi.org/viewpdf.php?r=724587910,
696-1039,White,D,Round,0.47,Under 1ct,VS1,IDEAL,EX,EX,4.99 X 5.03 X 3.04,60.7,59,0.99,IGI,702534946,https://api.igi.org/viewpdf.php?r=702534946,
701-1245,White,D,Round,0.47,Under 1ct,VS1,IDEAL,EX,EX,4.98 X 5.03 X 3.05,61,57,0.99,IGI,685502794,https://api.igi.org/viewpdf.php?r=685502794,
731-972,White,D,Round,0.47,Under 1ct,VS1,EX,EX,EX,5.09 X 5.13 X 2.98,58.4,59,0.99,IGI,769654793,https://api.igi.org/viewpdf.php?r=769654793,
758-733,White,D,Round,0.47,Under 1ct,VVS2,EX,EX,EX,5.1 X 5.14 X 3.02,59.1,58,0.99,IGI,817682163,https://api.igi.org/viewpdf.php?r=817682163,
691-1810,White,D,Round,0.47,Under 1ct,VS1,IDEAL,EX,EX,4.98 X 5.01 X 3.1,62,58,0.99,IGI,675544011,https://api.igi.org/viewpdf.php?r=675544011,
709-185,White,D,Round,0.47,Under 1ct,VS1,IDEAL,EX,EX,5.07 X 5.11 X 3.02,59.4,58,0.99,IGI,723589877,https://api.igi.org/viewpdf.php?r=723589877,
711-818,White,D,Round,0.47,Under 1ct,VVS2,IDEAL,EX,EX,5.1 X 5.12 X 3.01,58.8,58,1,IGI,731531438,https://api.igi.org/viewpdf.php?r=731531438,
732-509,White,E,Round,0.46,Under 1ct,VVS1,IDEAL,EX,EX,5.01 X 5.03 X 3.02,60.1,58,1,IGI,769654786,https://api.igi.org/viewpdf.php?r=769654786,
R-1,Fancy Colour,Fancy Intense Pink,Pear Rose Cut,0.9,Under 1ct,VVS2,,VG,VG,10.04 X 6.41 X 1.92,30,53,1.57,IGI,802623509,https://api.igi.org/viewpdf.php?r=802623509,
694-985,Fancy Colour,Fancy Pink,Round,0.9,Under 1ct,VS2,EX,EX,EX,6.25 X 6.28 X 3.72,59.5,60,1,IGI,720576519,https://api.igi.org/viewpdf.php?r=720576519,
758-258,White,D,Round,0.46,Under 1ct,VS1,IDEAL,EX,EX,4.94 X 4.98 X 3.06,61.7,57,0.99,IGI,817682168,https://api.igi.org/viewpdf.php?r=817682168,
736-327,White,D,Round,0.46,Under 1ct,VVS2,IDEAL,EX,EX,4.97 X 4.99 X 3.04,61.1,58,1,IGI,780643111,https://api.igi.org/viewpdf.php?r=780643111,
735-289,White,D,Round,0.46,Under 1ct,VVS1,EX,EX,EX,5.1 X 5.12 X 3,58.6,59,1,IGI,771661467,https://api.igi.org/viewpdf.php?r=771661467,
737-776,White,D,Round,0.46,Under 1ct,VVS1,IDEAL,EX,EX,4.99 X 5.02 X 3.03,60.6,58,0.99,IGI,780643106,https://api.igi.org/viewpdf.php?r=780643106,
736-138,White,E,Round,0.45,Under 1ct,VVS2,IDEAL,EX,EX,4.95 X 5 X 3.02,60.6,57,0.99,IGI,776697805,https://api.igi.org/viewpdf.php?r=776697805,
731-1466,White,E,Round,0.43,Under 1ct,VVS2,IDEAL,EX,EX,4.91 X 4.93 X 2.97,60.3,59,1,IGI,769654794,https://api.igi.org/viewpdf.php?r=769654794,
737-131,White,D,Round,0.43,Under 1ct,VVS2,IDEAL,EX,EX,4.89 X 4.93 X 2.98,60.7,56,0.99,IGI,781625987,https://api.igi.org/viewpdf.php?r=781625987,
PF-2,Fancy Colour,Fancy Vivid Pink,Emerald,0.88,Under 1ct,VS2,,VG,VG,6.57 X 4.59 X 2.87,62.5,70,1.43,IGI,760590866,https://api.igi.org/viewpdf.php?r=760590866,
732-1115,White,D,Round,0.43,Under 1ct,VVS1,EX,EX,EX,4.96 X 5 X 2.94,59,57,0.99,IGI,771661471,https://api.igi.org/viewpdf.php?r=771661471,
736-122,White,D,Round,0.41,Under 1ct,VVS1,IDEAL,EX,EX,4.78 X 4.81 X 2.96,61.7,58,0.99,IGI,774639213,https://api.igi.org/viewpdf.php?r=774639213,
759-53,White,F,Rectangular Cushion,5.03,5.00–9.99ct,VS1,,EX,EX,12.65 X 8.37 X 5.21,62.2,65,1.51,IGI,821689390,https://api.igi.org/viewpdf.php?r=821689390,
738-573,Fancy Colour,Fancy Intense Pink,Oval,0.87,Under 1ct,VS1,,EX,EX,8.14 X 5.39 X 3.19,59.2,63,1.51,IGI,792643372,https://api.igi.org/viewpdf.php?r=792643372,
758-12,White,F,Radiant,15.05,10ct +,VS1,,EX,EX,17.98 X 12.16 X 7.84,64.5,70,1.48,IGI,818611981,https://api.igi.org/viewpdf.php?r=818611981,
744-74,Fancy Colour,Fancy Intense Pink,Round,0.86,Under 1ct,VVS2,IDEAL,VG,VG,6.12 X 6.15 X 3.71,60.5,56,1,IGI,802623454,https://api.igi.org/viewpdf.php?r=802623454,
758-17,White,F,Radiant,15.04,10ct +,VVS2,,EX,EX,17.62 X 12.17 X 8.08,66.4,67,1.45,IGI,818611982,https://api.igi.org/viewpdf.php?r=818611982,
758-41,White,F,Radiant,15.04,10ct +,VVS2,,EX,EX,18.02 X 12.17 X 7.94,65.2,65,1.48,IGI,821689385,https://api.igi.org/viewpdf.php?r=821689385,
758-44,White,F,Radiant,14.96,10ct +,VVS2,,EX,EX,17.1 X 11.92 X 8.12,68.1,66,1.43,IGI,824615703,https://api.igi.org/viewpdf.php?r=824615703,
758-38,White,F,Radiant,14.51,10ct +,VVS2,,EX,EX,17.63 X 12.23 X 7.9,64.6,66,1.44,IGI,818611977,https://api.igi.org/viewpdf.php?r=818611977,
758-1,White,F,Radiant,14.45,10ct +,VS1,,EX,EX,17.17 X 12.29 X 7.76,63.1,63,1.4,IGI,823643377,https://api.igi.org/viewpdf.php?r=823643377,
758-20,White,F,Radiant,14.04,10ct +,VS1,,EX,EX,17 X 12.08 X 7.82,64.7,64,1.41,IGI,818696520,https://api.igi.org/viewpdf.php?r=818696520,
758-10,White,E,Radiant,14.03,10ct +,VS1,,EX,EX,16.57 X 11.89 X 7.93,66.7,66,1.39,IGI,817675147,https://api.igi.org/viewpdf.php?r=817675147,
758-2,White,F,Radiant,14,10ct +,VS1,,EX,EX,16.31 X 11.72 X 8.11,69.2,68,1.39,IGI,821689386,https://api.igi.org/viewpdf.php?r=821689386,
758-28,White,F,Radiant,13.5,10ct +,VS2,,EX,EX,17.08 X 11.85 X 7.62,64.3,67,1.44,IGI,818611975,https://api.igi.org/viewpdf.php?r=818611975,
746-918,Fancy Colour,Fancy Intense Pink,Round,0.83,Under 1ct,VVS1,EX,EX,EX,6.13 X 6.18 X 3.62,58.7,60,0.99,IGI,819608363,https://api.igi.org/viewpdf.php?r=819608363,
758-23,White,F,Radiant,12.54,10ct +,VVS2,,EX,EX,17.3 X 11.31 X 7.42,65.6,66,1.53,IGI,819696682,https://api.igi.org/viewpdf.php?r=819696682,
758-46,White,F,Radiant,10.53,10ct +,VVS2,,EX,EX,16.03 X 10.28 X 7.13,69.4,64,1.56,IGI,815648717,https://api.igi.org/viewpdf.php?r=815648717,
746-122,Fancy Colour,Fancy Intense Pink,Round,0.83,Under 1ct,VS1,IDEAL,VG,EX,6.04 X 6.07 X 3.73,61.6,58,1,IGI,792654690,https://api.igi.org/viewpdf.php?r=792654690,
758-34,White,F,Radiant,10.06,10ct +,VS1,,EX,EX,15.84 X 10.71 X 6.5,60.7,70,1.48,IGI,818611976,https://api.igi.org/viewpdf.php?r=818611976,
758-29,White,F,Radiant,10.05,10ct +,VVS2,,EX,EX,16.11 X 10.46 X 7.03,67.2,66,1.54,IGI,818611978,https://api.igi.org/viewpdf.php?r=818611978,
758-8,White,F,Radiant,10.05,10ct +,VS1,,EX,EX,15.94 X 10.3 X 6.89,66.9,68,1.55,IGI,815680859,https://api.igi.org/viewpdf.php?r=815680859,
M-100,Fancy Colour,Fancy Vivid Blue,Emerald,0.81,Under 1ct,VS2,,VG,VG,6.63 X 4.48 X 2.77,61.8,67,1.48,IGI,786694074,https://api.igi.org/viewpdf.php?r=786694074,
758-36,White,F,Radiant,10.04,10ct +,VS1,,EX,EX,15.22 X 10.39 X 7.22,69.5,65,1.46,IGI,817605948,https://api.igi.org/viewpdf.php?r=817605948,
756-13,White,F,Radiant,10.04,10ct +,VVS2,,EX,EX,15.92 X 10.87 X 6.77,62.3,66,1.46,IGI,803618195,https://api.igi.org/viewpdf.php?r=803618195,
R-10,Fancy Colour,Fancy Vivid Pink,Round,0.81,Under 1ct,VS1,EX,EX,VG,5.9 X 5.93 X 3.71,62.7,60,0.99,IGI,802623452,https://api.igi.org/viewpdf.php?r=802623452,
717-447,Fancy Colour,Fancy Light Pink,Round,0.8,Under 1ct,VS1,EX,EX,EX,5.89 X 5.91 X 3.71,63,56,1,IGI,795654457,https://api.igi.org/viewpdf.php?r=795654457,
744-95,Fancy Colour,Fancy Intense Pink,Round,0.79,Under 1ct,VVS2,IDEAL,EX,EX,5.93 X 5.98 X 3.66,61.5,57,0.99,IGI,802623508,https://api.igi.org/viewpdf.php?r=802623508,
M-79,Fancy Colour,Fancy Vivid Blue,Emerald,0.76,Under 1ct,VS2,,EX,EX,6.19 X 4.28 X 2.79,65.2,64,1.45,IGI,786694070,https://api.igi.org/viewpdf.php?r=786694070,
M-46,Fancy Colour,Fancy Vivid Blue,Pear,0.76,Under 1ct,VS1,,VG,VG,8.4 X 5.11 X 2.95,57.7,65,1.64,IGI,786694076,https://api.igi.org/viewpdf.php?r=786694076,
M-42,Fancy Colour,Fancy Vivid Blue,Pear,0.75,Under 1ct,VS1,,VG,VG,8.16 X 5.15 X 3.07,59.6,56,1.58,IGI,786694098,https://api.igi.org/viewpdf.php?r=786694098,
M-65,Fancy Colour,Fancy Vivid Blue,Emerald,0.74,Under 1ct,VS1,,VG,VG,6.38 X 4.32 X 2.73,63.2,66,1.48,IGI,786694039,https://api.igi.org/viewpdf.php?r=786694039,
758-753,White,F,Radiant,10.04,10ct +,VS1,,EX,EX,15.85 X 10.71 X 7.16,66.9,59,1.48,IGI,817675149,https://api.igi.org/viewpdf.php?r=817675149,
M-66,Fancy Colour,Fancy Vivid Blue,Emerald,0.73,Under 1ct,VS2,,VG,VG,6.14 X 4.29 X 2.81,65.5,65,1.43,IGI,786694045,https://api.igi.org/viewpdf.php?r=786694045,
758-22,White,F,Radiant,10.04,10ct +,VVS2,,EX,EX,14.93 X 10.64 X 7.29,68.5,62,1.4,IGI,815648714,https://api.igi.org/viewpdf.php?r=815648714,
M-106,Fancy Colour,Fancy Vivid Blue,Emerald,0.73,Under 1ct,VS2,,VG,VG,5.98 X 4.26 X 2.86,67.1,66,1.4,IGI,786694044,https://api.igi.org/viewpdf.php?r=786694044,
694-988,Fancy Colour,Fancy Intense Pink,Round,0.73,Under 1ct,VVS2,IDEAL,EX,EX,5.8 X 5.84 X 3.5,60.2,59,0.99,IGI,694566941,https://api.igi.org/viewpdf.php?r=694566941,
R-18,Fancy Colour,Fancy Intense Pink,Round,0.73,Under 1ct,VS1,F,VG,GD,5.75 X 5.82 X 3.44,59.5,59,0.99,IGI,802623438,https://api.igi.org/viewpdf.php?r=802623438,
745-178,Fancy Colour,Fancy Pink,Round,0.72,Under 1ct,VS1,IDEAL,EX,EX,5.8 X 5.83 X 3.51,60.4,58,0.99,IGI,792643373,https://api.igi.org/viewpdf.php?r=792643373,
758-16,White,F,Radiant,10.03,10ct +,VS1,,EX,EX,15.44 X 10.15 X 7.12,70.1,63,1.52,IGI,818696521,https://api.igi.org/viewpdf.php?r=818696521,
758-199,White,E,Radiant,10.02,10ct +,VS2,,EX,EX,15.75 X 10.53 X 6.93,65.8,67,1.5,IGI,817605947,https://api.igi.org/viewpdf.php?r=817605947,
758-127,White,F,Radiant,10.02,10ct +,VS1,,EX,EX,15.78 X 10.52 X 6.85,65.1,64,1.5,IGI,819696684,https://api.igi.org/viewpdf.php?r=819696684,
